,strain_A,strain_B,opa_distance,strain_A_num_opa,strain_B_num_opa,num_opa_difference,genome_distance,pseudogenome_distance
79,10231,CT532,3.3896848137535818,9,11,2,8544.578839,6641.0
80,10231,CT602,3.4727793696275073,9,11,2,8613.796686,6565.0
81,10231,DDD001,2.527220630372493,9,10,1,7919.673117,6745.0
82,10231,DDD029,3.4383954154727796,9,11,2,7665.312457,6724.0
83,10231,DDD031,3.4727793696275073,9,11,2,8614.263498,6498.0
84,10231,DDD034,3.4383954154727796,9,11,2,7665.519929,6672.0
85,10231,DDD038,2.326647564469914,9,8,1,7665.312457,6752.0
86,10231,DDD046,1.7163323782234956,9,9,0,8336.639844000001,6686.0
87,10231,EEE004,3.160458452722063,9,11,2,7739.094656,6733.0
88,10231,EEE013,3.343839541547278,9,11,2,8465.065152,6568.0
89,10231,EEE014,2.5386819484240686,9,10,1,7993.092266,6777.0
90,10231,EEE015,3.4212034383954153,9,11,2,7608.076136,6613.0
91,10231,EEE016,3.464183381088825,9,11,2,7824.443520000001,6957.0
92,10231,EEE018,3.1232091690544417,9,11,2,8577.852171999999,6866.0
93,10231,EEE019,3.501432664756447,9,11,2,8475.049803,6712.0
94,10231,EEE020,3.203438395415473,9,11,2,8103.726727,6979.0
95,10231,EEE021,3.0830945558739256,9,11,2,8124.966664,6721.0
96,10231,EEE023,3.005730659025788,9,11,2,8575.725579,7003.0
97,10231,EEE026,2.3237822349570196,9,10,1,8508.738065000001,6876.0
98,10231,EEE029,3.1088825214899716,9,11,2,8470.900357,6887.0
99,10231,EEE030,3.037249283667622,9,11,2,8563.899676,6833.0
100,10231,EEE034,3.3553008595988536,9,11,2,7710.178219,6806.0
101,10231,EEE035,3.0716332378223496,9,11,2,7975.949933,6951.0
102,10231,EEE037,2.2722063037249285,9,8,1,8192.887868,6849.0
103,10231,FA1090,3.0659025787965617,9,11,2,7771.356579,6788.0
104,10231,FA19,1.4183381088825215,9,9,0,2431.156934,4059.0
105,10231,FA6140,2.9799426934097424,9,7,2,8294.263852,6278.0
106,10231,FDAARGOS_204,3.6131805157593124,9,11,2,5413.592968,5835.0
107,10231,FDAARGOS_205,3.140401146131805,9,11,2,7006.563031,6742.0
108,10231,FDAARGOS_207,3.2693409742120343,9,11,2,7017.429333,6568.0
109,10231,FFF004,3.504297994269341,9,11,2,7668.398618,6578.0
110,10231,FFF005,2.3982808022922635,9,10,1,7668.813558,6471.0
111,10231,FFF007,2.2722063037249285,9,10,1,7915.938671,6462.0
112,10231,FFF012,5.587392550143266,9,4,5,7743.477597,6438.0
113,10231,FFF017,4.7621776504298,9,5,4,7888.059521,6690.0
114,10231,FFF024,3.183381088825215,9,11,2,7825.299351,6652.0
115,10231,FFF026,3.346704871060172,9,11,2,6081.8341789999995,6793.0
116,10231,FFF038,2.0601719197707737,9,10,1,8476.29466,6428.0
117,10231,FFF044,3.1232091690544412,9,11,2,7297.853589,6786.0
118,10231,FFF047,1.3094555873925502,9,9,0,5218.335828,6022.0
119,10231,FQ01,3.3094555873925504,9,11,2,7033.378704000001,6620.0
120,10231,FQ02,3.3839541547277934,9,11,2,8082.746147,7668.0
121,10231,FQ04,2.2177650429799427,9,10,1,7814.536738000001,7144.0
122,10231,FQ20,2.3753581661891117,9,10,1,3227.30472,5459.0
123,10231,FQ35,3.3638968481375358,9,11,2,3229.223836,5342.0
124,10231,FQ36,2.4613180515759314,9,10,1,7943.3249749999995,7093.0
125,10231,FQ48,2.361031518624642,9,10,1,7757.585692000001,7592.0
126,10231,FQ82,2.1862464183381087,9,10,1,7806.730604,6933.0
127,10231,FQ84,2.200573065902579,9,10,1,7797.2646939999995,6949.0
128,10231,GCGS0245,2.5329512893982806,9,10,1,9185.589445,6949.0
129,10231,GCGS0276,3.4269340974212037,9,11,2,7963.242279,7408.0
130,10231,GCGS0306,3.4011461318051577,9,11,2,8321.72797,6855.0
131,10231,GCGS0313,3.2893982808022924,9,11,2,6123.536083999999,6142.0
132,10231,GCGS0339,3.3982808022922635,9,11,2,8382.569172,6968.0
133,10231,GCGS0373,2.501432664756447,9,10,1,5223.730115,6119.0
134,10231,GCGS0423,6.441260744985673,9,3,6,7304.5964779999995,6532.0
135,10231,GCGS0431,3.28080229226361,9,11,2,7002.69865,6399.0
136,10231,GCGS0457,3.4727793696275073,9,11,2,8608.454227,6591.0
137,10231,GCGS0769,3.2521489971346704,9,11,2,8413.093456999999,6277.0
138,10231,GCGS0834,1.3839541547277938,9,9,0,7760.230963,7626.0
139,10231,GCGS0864,2.26647564469914,9,10,1,7765.2362219999995,7373.0
140,10231,GCGS1013,2.3724928366762175,9,10,1,8567.608174,6688.0
141,10231,GCGS1014,3.3724928366762175,9,11,2,8568.386189,6835.0
142,10231,GCGS1095,3.2607449856733526,9,11,2,8557.078966000001,6741.0
143,10231,GGG022,2.2091690544412605,9,10,1,8560.839443,6623.0
144,10231,GGG031,5.498567335243553,9,4,5,7323.398602,6727.0
145,10231,H035,3.3896848137535818,9,11,2,8090.3448339999995,6612.0
146,10231,HHH023,2.7363896848137537,9,10,1,8594.398077,6857.0
147,10231,HHH030,5.275071633237823,9,4,5,8287.57285,6864.0
148,10231,HHH042,8.15759312320917,9,1,8,8337.936735,6752.0
149,10231,JJJ010,1.5644699140401146,9,9,0,8129.764508,6784.0
150,10231,JJJ020,3.7936962750716337,9,6,3,7862.540585000001,6542.0
151,10231,JJJ025,3.4212034383954153,9,11,2,8743.233305000002,6646.0
152,10231,NCTC8375,2.3868194842406876,9,10,1,2772.837446,4340.0
153,10231,NG196,3.318051575931232,9,11,2,8249.320203,6912.0
154,10231,NG250,3.5644699140401146,9,11,2,8317.24142,6699.0
155,10231,NG251,3.5616045845272204,9,11,2,8160.574064,6903.0
156,10231,NG290,3.5501432664756445,9,11,2,8187.882566,6851.0
157,10231,Ng_118,3.346704871060172,9,11,2,8414.571715,6558.0
158,10231,Ng_188,3.4727793696275073,9,11,2,8305.597042000001,6278.0
159,10231,RIVM0610,2.4183381088825215,9,10,1,7735.2824519999995,7314.0
160,10231,RIVM0640,2.386819484240688,9,10,1,7741.6622179999995,7256.0
161,10231,SAMEA116302675,3.4383954154727796,9,11,2,8823.265625,6944.0
162,10231,SAMEA116302676,3.429799426934098,9,11,2,8823.265625,6970.0
163,10231,SE690,2.489971346704871,9,10,1,8804.178219000001,6760.0
164,10231,SRR5827236,3.5472779369627503,9,11,2,8521.782894,6156.0
165,10231,SRR5827322,3.532951289398281,9,11,2,7357.4499940000005,6558.0
166,10231,SRRSH203,3.226361031518625,9,11,2,7855.304907,7055.0
167,10231,SRRSH204,3.2292263610315186,9,11,2,7855.304907,7038.0
168,10231,SRRSH205,3.2292263610315186,9,11,2,7855.278973,6989.0
169,10231,SRRSH207,3.128939828080229,9,11,2,7771.538088,6997.0
170,10231,SRRSH214,3.2349570200573066,9,11,2,7846.020535,6987.0
171,10231,SRRSH229,3.226361031518625,9,11,2,7855.304907,7057.0
172,10231,SRRSH240,3.128939828080229,9,11,2,7771.538088,7014.0
173,10231,SS3160,2.369627507163324,9,10,1,7741.558386000001,6922.0
174,10231,TFG-A2,2.4412607449856734,9,10,1,7921.203273,7186.0
175,10231,TFG-B2,2.335243553008596,9,8,1,7923.822611,7107.0
176,10231,TH1713,2.4383954154727796,9,10,1,8530.989431,6741.0
177,10231,TH2288,3.429799426934098,9,11,2,8536.409637,6814.0
178,10231,TUM15748,3.3638968481375358,9,11,2,3897.024495,5547.0
179,10231,TUM16691,3.4126074498567336,9,11,2,8081.631012,6563.0
180,10231,UMASS-DGI_1,3.0515759312320916,9,7,2,2623.7428120000004,4351.0
181,10231,UMASS-DGI_26,3.4269340974212033,9,11,2,4611.350451,5586.0
182,10231,UMASS-DGI_36,1.5931232091690544,9,10,1,246.554536,369.0
183,10231,UMASS-DGI_40,1.8452722063037248,9,10,1,237.270164,481.0
184,10231,UMASS-DGI_46,3.7392550143266474,9,11,2,6991.83244,5818.0
185,10231,UMASS-DGI_5,3.4040114613180514,9,11,2,7944.828939,6930.0
186,10231,UMASS-DGI_54,1.5530085959885387,9,9,0,7971.592832,6924.0
187,10231,UMASS-DGI_65,1.475644699140401,9,9,0,4622.061193,5725.0
188,10231,UMASS-DGI_9,3.567335243553009,9,11,2,8818.415923,6553.0
189,10231,WHO_A_2024,3.4011461318051577,9,11,2,6833.116192,6410.0
190,10231,WHO_B_2024,2.3323782234957022,9,10,1,2556.7553230000003,4657.0
191,10231,WHO_C_2024,3.3495702005730656,9,11,2,8816.548643,6889.0
192,10231,WHO_D_2024,3.306590257879656,9,11,2,7482.814923,6458.0
193,10231,WHO_E_2024,3.4068767908309456,9,11,2,6960.815229,6527.0
194,10231,WHO_F_2024,3.318051575931232,9,11,2,7526.565564,6748.0
195,10231,WHO_G_2024,3.4269340974212033,9,11,2,8519.137508,7015.0
196,10231,WHO_H_2024,3.303724928366762,9,11,2,7784.012436999999,7320.0
197,10231,WHO_I_2024,2.4269340974212033,9,10,1,8782.082425,6590.0
198,10231,WHO_J_2024,3.140401146131805,9,11,2,8352.537487,6872.0
199,10231,WHO_K_2024,3.4355300859598854,9,11,2,8094.935152,6471.0
200,10231,WHO_L_2024,3.35243553008596,9,11,2,8858.898954,6744.0
201,10231,WHO_M_2024,3.378223495702006,9,11,2,8047.657474,7015.0
202,10231,WHO_N_2024,3.346704871060172,9,11,2,8504.666347,6980.0
203,10231,WHO_O_2024,3.194842406876791,9,11,2,7682.636364,6326.0
204,10231,WHO_P_2024,3.4011461318051577,9,11,2,7942.832222,7374.0
205,10231,WHO_Q_2024,3.2464183381088825,9,11,2,8152.949444,6846.0
206,10231,WHO_R_2024,3.2063037249283663,9,11,2,7736.86433,6936.0
207,10231,WHO_S2_2024,3.4126074498567336,9,11,2,8161.637379,7804.0
208,10231,WHO_S_2024,3.2234957020057307,9,11,2,3855.4520700000003,6263.0
209,10231,WHO_T_2024,4.530085959885387,9,12,3,7848.354626,6752.0
210,10231,WHO_U_2024,3.2578796561604584,9,11,2,8061.869312000001,8327.0
211,10231,WHO_V_2024,3.4842406876790832,9,11,2,7831.082623,6941.0
212,10231,WHO_W_2024,3.3868194842406876,9,11,2,8146.829085,6701.0
213,10231,WHO_X_2024,3.4355300859598854,9,11,2,8157.3323550000005,6761.0
214,10231,WHO_Y_2024,2.355300859598854,9,10,1,7747.238026,7326.0
215,10231,WHO_Z_2024,3.36676217765043,9,11,2,8184.848327,6804.0
216,10231,WHO_alpha_2024,3.63323782234957,9,11,2,7888.293042,7309.0
217,10231,WHO_beta_2024,3.2836676217765044,9,11,2,8530.678232,6706.0
218,10239,10268,2.32378223495702,10,9,1,7974.341876,6812.0
219,10239,10272,3.982808022922636,10,7,3,7986.115909,6854.0
220,10239,10296,2.5100286532951293,10,11,1,8347.713692000001,6718.0
221,10239,10328,3.146131805157593,10,8,2,7990.2653470000005,6881.0
222,10239,10500,1.5931232091690544,10,10,0,7996.77479,6971.0
223,10239,10524,2.4040114613180514,10,9,1,7947.759524000001,6894.0
224,10239,10529,3.146131805157593,10,8,2,7997.9677440000005,6823.0
225,10239,10531,1.653295128939828,10,10,0,7951.468086000001,6911.0
226,10239,10536,2.66189111747851,10,11,1,8155.802092,7582.0
227,10239,10537,1.7048710601719197,10,10,0,8143.224102,7588.0
228,10239,10538,2.561604584527221,10,11,1,8151.626718,7538.0
229,10239,10562,2.326647564469914,10,9,1,7975.949784,6925.0
230,10239,10574,1.5673352435530088,10,10,0,7969.129142000001,6984.0
231,10239,10588,2.378223495702006,10,9,1,7993.688635,6854.0
232,10239,10610,2.3954154727793693,10,9,1,7997.9158800000005,7007.0
233,10239,10638,2.3008595988538683,10,9,1,7994.129513,6837.0
234,10239,10702,1.5272206303724927,10,10,0,8000.6130220000005,6948.0
235,10239,10708,1.2836676217765044,10,11,1,161.33541100000002,766.0
236,10239,10723,1.6189111747851004,10,10,0,7967.417494000001,6972.0
237,10239,10727,1.6790830945558737,10,10,0,8020.478464000001,6811.0
238,10239,10736,0.5558739255014327,10,10,0,206.04562600000003,865.0
239,10239,10743,1.653295128939828,10,9,1,164.44749000000002,891.0
240,10239,10744,3.3209169054441263,10,7,3,170.41231,897.0
241,10239,10771,2.343839541547278,10,9,1,7955.643459000001,6944.0
242,10239,10791,3.902578796561605,10,7,3,8003.828828000001,6886.0
243,10239,10792,2.475644699140401,10,9,1,7987.723816000001,6813.0
244,10239,10794,3.1060171919770774,10,8,2,7994.751929,6875.0
245,10239,10795,3.1232091690544412,10,8,2,8002.454326000001,6884.0
246,10239,1081168,1.9054441260744985,10,10,0,8052.844124,7690.0
247,10239,10814,2.340974212034384,10,9,1,7995.867091,6854.0
248,10239,10819,4.180515759312321,10,6,4,169.297148,895.0
249,10239,1123850,2.653295128939828,10,11,1,8134.899205,6991.0
250,10239,1130991,2.8624641833810887,10,11,1,8054.607632,7663.0
251,10239,1145734,2.6275071633237825,10,11,1,7896.202711,7236.0
252,10239,2004S05-027,1.507163323782235,10,10,0,8149.214818,7225.0
253,10239,2010C02-038,2.4355300859598854,10,11,1,8670.566043,7318.0
254,10239,2014E02-242,1.5501432664756445,10,10,0,8996.245219,7368.0
255,10239,2016E02-233,2.567335243553009,10,11,1,8133.602573,7299.0
256,10239,20181204,1.3524355300859598,10,10,0,9130.661167,7505.0
257,10239,2018C07-301,1.7564469914040117,10,10,0,8470.096234,7635.0
258,10239,2018S05-288,1.6189111747851,10,10,0,8182.747453,7259.0
259,10239,2020C08-294,2.3896848137535818,10,9,1,8429.846595,7469.0
260,10239,2020N07-265,2.6762177650429795,10,11,1,8267.47383,7307.0
261,10239,2020N08-318,1.656160458452722,10,10,0,8490.480354,7484.0
262,10239,2020S05-258,2.346704871060172,10,11,1,8579.044909,7283.0
263,10239,2022NG-0032,2.6790830945558737,10,11,1,8429.198352,7106.0
264,10239,2022NG-0076,2.518624641833811,10,9,1,8424.685779,8308.0
265,10239,25818_3#234,2.3638968481375358,10,11,1,9537.254400000002,7041.0
266,10239,9035,2.567335243553009,10,11,1,8150.926499,7434.0
267,10239,9071,2.4269340974212037,10,9,1,7983.289092000001,6943.0
268,10239,9112,1.5988538681948423,10,10,0,8120.454048,7513.0
269,10239,9126,2.3352435530085964,10,9,1,7990.395015,6915.0
270,10239,9343,2.35243553008596,10,9,1,7967.624970000001,6922.0
271,10239,9399,2.340974212034384,10,9,1,7972.811766000001,6813.0
272,10239,9431,2.2578796561604584,10,8,2,197.098397,832.0
273,10239,9460,0.4498567335243553,10,10,0,193.44170200000002,842.0
274,10239,9464,0.4498567335243553,10,10,0,189.473801,821.0
275,10239,96MB,3.2521489971346704,10,8,2,8197.841037,6922.0
276,10239,AT159,2.226361031518625,10,9,1,8662.448672,7351.0
277,10239,ATCC49226,1.5243553008595987,10,10,0,8950.108617,7175.0
278,10239,AUNG1065,2.4527220630372497,10,11,1,7308.5124000000005,6867.0
279,10239,AUNG1251,1.828080229226361,10,10,0,8211.041444,7009.0
280,10239,AUNG1291,2.3868194842406876,10,11,1,8224.241928,7257.0
281,10239,AUSMDU00010541,1.4584527220630372,10,10,0,8450.360393,7342.0
282,10239,BJ16148,2.595988538681948,10,11,1,8001.209432,7413.0
283,10239,CCC010,2.512893982808023,10,11,1,8900.730304,6916.0
284,10239,CCC012,2.7879656160458453,10,11,1,8817.793372,7160.0
285,10239,CCC013,2.524355300859599,10,11,1,9044.430586,7019.0
286,10239,CCC014,1.6074498567335245,10,10,0,8157.487735000001,7109.0
287,10239,CCC015,1.461318051575931,10,10,0,8165.293869,7211.0
288,10239,CCC016,2.555873925501433,10,11,1,8751.039259000001,6957.0
289,10239,CCC017,2.5214899713467047,10,11,1,8157.435867,7017.0
290,10239,CCC020,2.5128939828080226,10,11,1,9314.533245999999,7183.0
291,10239,CCC028,2.7793696275071635,10,11,1,8351.837169,8035.0
292,10239,CCC033,2.567335243553009,10,11,1,9089.944758000001,6927.0
293,10239,CCC048,2.444126074498567,10,11,1,8699.041538000001,7207.0
294,10239,CT213,2.6446991404011464,10,11,1,8673.963397,6821.0
295,10239,CT530,1.5587392550143266,10,10,0,9043.263561,7255.0
296,10239,CT532,2.644699140401146,10,11,1,8813.592059999999,7116.0
297,10239,CT602,2.601719197707736,10,11,1,8882.809906999999,7109.0
298,10239,DDD001,1.638968481375358,10,10,0,8188.686338,7081.0
299,10239,DDD029,2.653295128939828,10,11,1,7934.325678,7119.0
300,10239,DDD031,2.5787965616045847,10,11,1,8883.276719000001,6906.0
301,10239,DDD034,2.653295128939828,10,11,1,7934.53315,7023.0
302,10239,DDD038,3.3954154727793697,10,8,2,7934.325678,7162.0
303,10239,DDD046,2.6618911174785103,10,9,1,8605.653065,6978.0
304,10239,EEE004,2.6246418338108883,10,11,1,8008.107877,7229.0
305,10239,EEE013,2.515759312320917,10,11,1,8734.078373,6890.0
306,10239,EEE014,1.4785100286532953,10,10,0,8262.105487,7233.0
307,10239,EEE015,2.7220630372492836,10,11,1,7877.089357000001,6976.0
308,10239,EEE016,2.5730659025787967,10,11,1,8093.456741,7176.0
309,10239,EEE018,2.630372492836676,10,11,1,8846.865393,7272.0
310,10239,EEE019,2.5988538681948423,10,11,1,8744.063024,6946.0
311,10239,EEE020,2.4842406876790832,10,11,1,8372.739948,7294.0
312,10239,EEE021,2.6103151862464182,10,11,1,8393.979885,7203.0
313,10239,EEE023,2.5845272206303727,10,11,1,8844.7388,7323.0
314,10239,EEE026,1.5787965616045847,10,10,0,8777.751286,7374.0
315,10239,EEE029,2.670487106017192,10,11,1,8739.913578,7443.0
316,10239,EEE030,2.616045845272206,10,11,1,8832.912897,7198.0
317,10239,EEE034,2.3896848137535813,10,11,1,7979.1914400000005,6964.0
318,10239,EEE035,2.6017191977077365,10,11,1,8244.963154000001,7267.0
319,10239,EEE037,3.2435530085959883,10,8,2,8461.901089,7403.0
320,10239,FA1090,2.5243553008595985,10,11,1,6801.91759,6886.0
321,10239,FA19,2.4412607449856734,10,9,1,7471.144457,6650.0
322,10239,FA6140,4.0315186246418335,10,7,3,8563.277073000001,6910.0
323,10239,FDAARGOS_204,2.64756446991404,10,11,1,6785.0605350000005,6954.0
324,10239,FDAARGOS_205,2.6676217765042978,10,11,1,7275.576252000001,7218.0
325,10239,FDAARGOS_207,2.487106017191977,10,11,1,7286.442553999999,7126.0
326,10239,FFF004,2.659025787965616,10,11,1,7937.411839,6889.0
327,10239,FFF005,1.6733524355300862,10,10,0,7937.826779000001,6670.0
328,10239,FFF007,1.4957020057306591,10,10,0,8184.951892,7089.0
329,10239,FFF012,6.618911174785101,10,4,6,8012.490818,6620.0
330,10239,FFF017,5.73352435530086,10,5,5,8157.072742,7134.0
331,10239,FFF024,2.6017191977077365,10,11,1,8094.312572000001,6990.0
332,10239,FFF026,2.6017191977077365,10,11,1,6921.032336,7267.0
333,10239,FFF038,1.6418338108882522,10,10,0,8745.307881,6973.0
334,10239,FFF044,2.570200573065902,10,11,1,7566.86681,7036.0
335,10239,FFF047,2.183381088825215,10,9,1,7121.502247,7070.0
336,10239,FQ01,2.512893982808023,10,11,1,6683.295489,7276.0
337,10239,FQ02,2.7535816618911175,10,11,1,8351.759368,8077.0
338,10239,FQ04,1.7163323782234956,10,10,0,8083.549959,7486.0
339,10239,FQ20,1.6418338108882522,10,10,0,8645.409979,7211.0
340,10239,FQ35,2.641833810888252,10,11,1,8647.329095000001,7178.0
341,10239,FQ36,1.544412607449857,10,10,0,8212.338196,7377.0
342,10239,FQ48,1.7421203438395416,10,10,0,8026.598913,8148.0
343,10239,FQ82,1.659025787965616,10,10,0,8075.743825,7263.0
344,10239,FQ84,1.7535816618911175,10,10,0,8066.277915000001,7291.0
345,10239,GCGS0245,1.828080229226361,10,10,0,9454.602665999999,7215.0
346,10239,GCGS0276,2.6532951289398286,10,11,1,8232.2555,7780.0
347,10239,GCGS0306,2.5587392550143266,10,11,1,8590.741191000001,7244.0
348,10239,GCGS0313,2.4928366762177654,10,11,1,6962.734241,7179.0
349,10239,GCGS0339,2.567335243553009,10,11,1,8651.582393,7529.0
350,10239,GCGS0373,1.638968481375358,10,10,0,7126.896534,7223.0
351,10239,GCGS0423,7.429799426934098,10,3,7,7573.609699000001,7243.0
352,10239,GCGS0431,2.5329512893982806,10,11,1,6652.615435,7147.0
353,10239,GCGS0457,2.4126074498567336,10,11,1,8877.467448,7249.0
354,10239,GCGS0769,2.492836676217765,10,11,1,8682.106678,6896.0
355,10239,GCGS0834,2.458452722063037,10,9,1,8029.244184,8000.0
356,10239,GCGS0864,1.813753581661891,10,10,0,8034.249443000001,7823.0
357,10239,GCGS1013,1.4727793696275073,10,10,0,8836.621395,7163.0
358,10239,GCGS1014,2.452722063037249,10,11,1,8837.39941,7211.0
359,10239,GCGS1095,2.343839541547278,10,11,1,8826.092187,7203.0
360,10239,GGG022,1.4355300859598854,10,10,0,8829.852664,7129.0
361,10239,GGG031,6.587392550143266,10,4,6,7592.411823,6875.0
362,10239,H035,2.6991404011461313,10,11,1,8359.358055,7109.0
363,10239,HHH023,1.7392550143266474,10,10,0,8863.411297999999,7065.0
364,10239,HHH030,6.532951289398281,10,4,6,8556.586071,7196.0
365,10239,HHH042,9.137535816618911,10,1,9,8606.949956,6922.0
366,10239,JJJ010,2.1977077363896846,10,9,1,8398.777729000001,6942.0
367,10239,JJJ020,4.91404011461318,10,6,4,8131.553806,6910.0
368,10239,JJJ025,2.616045845272206,10,11,1,9012.246526,6840.0
369,10239,NCTC8375,1.507163323782235,10,10,0,6862.0326110000005,6955.0
370,10239,NG196,2.558739255014327,10,11,1,8518.333424,7253.0
371,10239,NG250,2.7306590257879657,10,11,1,8586.254641,7105.0
372,10239,NG251,2.653295128939828,10,11,1,8429.587285,7361.0
373,10239,NG290,2.710601719197708,10,11,1,8456.895787000001,7423.0
374,10239,Ng_118,2.383954154727794,10,11,1,8683.584936,6693.0
375,10239,Ng_188,2.495702005730659,10,11,1,8574.610263,6802.0
376,10239,RIVM0610,1.8080229226361029,10,10,0,8004.2956730000005,7760.0
377,10239,RIVM0640,1.828080229226361,10,10,0,8010.675439000001,7606.0
