,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,id,n_terminus,in_frame,strain,species,query_accession,percent_identity,alignment_length,mismatches,gaps,query_start,query_end,subject_start,subject_end,evalue,bit_score,approx_start,approx_stop
18,NZ_CP021520.1,-1,549349.0,549419.0,548626.0,548644.0,548627.0,549444.0,11-7_opa_1,549335.0,0.0,11-7,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,548729.0,548628.0,9.920000000000001e-29,128.0,549369.0,548628.0
19,NZ_CP021520.1,-1,1075164.0,1075214.0,1074423.0,1074441.0,1074424.0,1075239.0,11-7_opa_2,1075150.0,0.0,11-7,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1074526.0,1074425.0,9.920000000000001e-29,128.0,1075166.0,1074425.0
20,NZ_CP021520.1,1,1246784.0,1246829.0,1247555.0,1247573.0,1246759.0,1247572.0,11-7_opa_3,1246843.0,1.0,11-7,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1247456.0,1247572.0,9.920000000000001e-29,128.0,1246816.0,1247572.0
21,NZ_CP021520.1,1,1417604.0,1417629.0,1418340.0,1418358.0,1417579.0,1418357.0,11-7_opa_4,1417643.0,0.0,11-7,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1418241.0,1418357.0,4.5800000000000004e-32,139.0,1417601.0,1418357.0
22,NZ_CP021518.1,-1,549162.0,549202.0,548439.0,548457.0,548440.0,549227.0,12-176_opa_1,549148.0,0.0,12-176,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,548542.0,548441.0,9.920000000000001e-29,128.0,549182.0,548441.0
23,NZ_CP021518.1,-1,1077201.0,1077271.0,1076469.0,1076487.0,1076470.0,1077296.0,12-176_opa_2,1077187.0,0.0,12-176,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1076572.0,1076471.0,9.920000000000001e-29,128.0,1077212.0,1076471.0
24,NZ_CP021518.1,1,1248370.0,1248430.0,1249156.0,1249174.0,1248345.0,1249173.0,12-176_opa_3,1248444.0,1.0,12-176,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1249057.0,1249173.0,9.920000000000001e-29,128.0,1248417.0,1249173.0
25,NZ_CP021518.1,1,1418476.0,1418526.0,1419237.0,1419255.0,1418451.0,1419254.0,12-176_opa_4,1418540.0,0.0,12-176,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1419138.0,1419254.0,4.5800000000000004e-32,139.0,1418498.0,1419254.0
26,NZ_CP030825.1,-1,569822.0,569882.0,569090.0,569108.0,569091.0,569906.0,12-208_opa_1,569808.0,0.0,12-208,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,569193.0,569092.0,2.13e-30,134.0,569833.0,569092.0
27,NZ_CP030825.1,-1,1085057.0,1085102.0,1084331.0,1084349.0,1084332.0,1085127.0,12-208_opa_2,1085043.0,1.0,12-208,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1084434.0,1084333.0,9.920000000000001e-29,128.0,1085074.0,1084333.0
28,NZ_CP030825.1,1,1256568.0,1256648.0,1257356.0,1257374.0,1256543.0,1257373.0,12-208_opa_3,1256662.0,0.0,12-208,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1257257.0,1257373.0,9.920000000000001e-29,128.0,1256617.0,1257373.0
29,NZ_CP030825.1,1,1430352.0,1430397.0,1431117.0,1431135.0,1430328.0,1431134.0,12-208_opa_4,1430411.0,0.0,12-208,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1431018.0,1431134.0,2.13e-30,134.0,1430378.0,1431134.0
30,NZ_CP021517.1,-1,547667.0,547707.0,546944.0,546962.0,546945.0,547732.0,12-221_opa_1,547653.0,0.0,12-221,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,547047.0,546946.0,9.920000000000001e-29,128.0,547687.0,546946.0
31,NZ_CP021517.1,-1,1075674.0,1075759.0,1074946.0,1074964.0,1074947.0,1075784.0,12-221_opa_2,1075660.0,0.0,12-221,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1075049.0,1074948.0,9.920000000000001e-29,128.0,1075689.0,1074948.0
32,NZ_CP021517.1,1,1246825.0,1246855.0,1247581.0,1247599.0,1246800.0,1247598.0,12-221_opa_3,1246869.0,1.0,12-221,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1247482.0,1247598.0,9.920000000000001e-29,128.0,1246842.0,1247598.0
33,NZ_CP021517.1,1,1416943.0,1416983.0,1417694.0,1417712.0,1416918.0,1417711.0,12-221_opa_4,1416997.0,0.0,12-221,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1417595.0,1417711.0,4.5800000000000004e-32,139.0,1416955.0,1417711.0
34,NZ_CP021724.1,-1,549117.0,549167.0,548394.0,548412.0,548395.0,549192.0,12-330_opa_1,549103.0,0.0,12-330,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,548497.0,548396.0,9.920000000000001e-29,128.0,549137.0,548396.0
35,NZ_CP021724.1,-1,1076883.0,1076918.0,1076151.0,1076169.0,1076152.0,1076943.0,12-330_opa_2,1076869.0,0.0,12-330,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1076254.0,1076153.0,9.920000000000001e-29,128.0,1076894.0,1076153.0
36,NZ_CP021724.1,1,1247985.0,1248015.0,1248741.0,1248759.0,1247960.0,1248758.0,12-330_opa_3,1248029.0,1.0,12-330,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1248642.0,1248758.0,9.920000000000001e-29,128.0,1248002.0,1248758.0
37,NZ_CP021724.1,1,1416810.0,1416870.0,1417581.0,1417599.0,1416785.0,1417598.0,12-330_opa_4,1416884.0,1.0,12-330,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1417482.0,1417598.0,4.5800000000000004e-32,139.0,1416842.0,1417598.0
38,NZ_CP021723.1,-1,548373.0,548413.0,547650.0,547668.0,547651.0,548438.0,13-600_opa_1,548359.0,0.0,13-600,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,547753.0,547652.0,9.920000000000001e-29,128.0,548393.0,547652.0
39,NZ_CP021723.1,-1,1076450.0,1076485.0,1075718.0,1075736.0,1075719.0,1076510.0,13-600_opa_2,1076436.0,0.0,13-600,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1075821.0,1075720.0,9.920000000000001e-29,128.0,1076461.0,1075720.0
40,NZ_CP021723.1,1,1247560.0,1247610.0,1248336.0,1248354.0,1247535.0,1248353.0,13-600_opa_3,1247624.0,0.0,13-600,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1248237.0,1248353.0,9.920000000000001e-29,128.0,1247597.0,1248353.0
41,NZ_CP021723.1,1,1417752.0,1417837.0,1418548.0,1418566.0,1417727.0,1418565.0,13-600_opa_4,1417851.0,0.0,13-600,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1418449.0,1418565.0,4.5800000000000004e-32,139.0,1417809.0,1418565.0
42,NZ_CP021516.1,-1,548360.0,548395.0,547637.0,547655.0,547638.0,548420.0,14-563_opa_1,548346.0,0.0,14-563,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,547740.0,547639.0,9.920000000000001e-29,128.0,548380.0,547639.0
43,NZ_CP021516.1,-1,1077247.0,1077282.0,1076515.0,1076533.0,1076516.0,1077307.0,14-563_opa_2,1077233.0,0.0,14-563,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1076618.0,1076517.0,9.920000000000001e-29,128.0,1077258.0,1076517.0
44,NZ_CP021516.1,1,1256658.0,1256698.0,1257424.0,1257442.0,1256633.0,1257441.0,14-563_opa_3,1256712.0,0.0,14-563,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1257325.0,1257441.0,9.920000000000001e-29,128.0,1256685.0,1257441.0
45,NZ_CP021516.1,1,1426805.0,1426845.0,1427556.0,1427574.0,1426780.0,1427573.0,14-563_opa_4,1426859.0,0.0,14-563,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1427457.0,1427573.0,4.5800000000000004e-32,139.0,1426817.0,1427573.0
46,NZ_CP030823.1,-1,579317.0,579352.0,578585.0,578603.0,578586.0,579376.0,14-627_opa_1,579303.0,0.0,14-627,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,578688.0,578587.0,2.13e-30,134.0,579328.0,578587.0
47,NZ_CP030823.1,-1,1102202.0,1102247.0,1101476.0,1101494.0,1101477.0,1102272.0,14-627_opa_2,1102188.0,1.0,14-627,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1101579.0,1101478.0,9.920000000000001e-29,128.0,1102219.0,1101478.0
48,NZ_CP030823.1,1,1281002.0,1281062.0,1281770.0,1281788.0,1280977.0,1281787.0,14-627_opa_3,1281076.0,1.0,14-627,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1281671.0,1281787.0,2.13e-30,134.0,1281031.0,1281787.0
49,NZ_CP030823.1,1,1454348.0,1454383.0,1455097.0,1455115.0,1454324.0,1455114.0,14-627_opa_4,1454397.0,0.0,14-627,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1454998.0,1455114.0,2.13e-30,134.0,1454358.0,1455114.0
50,NZ_CP030822.1,-1,571120.0,571165.0,570388.0,570406.0,570389.0,571189.0,15-123_opa_1,571106.0,0.0,15-123,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570491.0,570390.0,2.13e-30,134.0,571131.0,570390.0
51,NZ_CP030822.1,-1,1085989.0,1086059.0,1085263.0,1085281.0,1085264.0,1086084.0,15-123_opa_2,1085975.0,0.0,15-123,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1085366.0,1085265.0,9.920000000000001e-29,128.0,1086006.0,1085265.0
52,NZ_CP030822.1,1,1256768.0,1256858.0,1257566.0,1257584.0,1256743.0,1257583.0,15-123_opa_3,1256872.0,1.0,15-123,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1257467.0,1257583.0,2.13e-30,134.0,1256827.0,1257583.0
53,NZ_CP030822.1,1,1430142.0,1430177.0,1430891.0,1430909.0,1430118.0,1430908.0,15-123_opa_4,1430191.0,0.0,15-123,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1430792.0,1430908.0,9.920000000000001e-29,128.0,1430152.0,1430908.0
54,NZ_CP030820.1,-1,571254.0,571309.0,570522.0,570540.0,570523.0,571333.0,15-198_opa_1,571240.0,1.0,15-198,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570625.0,570524.0,2.13e-30,134.0,571265.0,570524.0
55,NZ_CP030820.1,-1,1093292.0,1093442.0,1092566.0,1092584.0,1092567.0,1093467.0,15-198_opa_2,1093278.0,1.0,15-198,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1092669.0,1092568.0,9.920000000000001e-29,128.0,1093309.0,1092568.0
56,NZ_CP030820.1,1,1264171.0,1264211.0,1264919.0,1264937.0,1264146.0,1264936.0,15-198_opa_3,1264225.0,0.0,15-198,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1264820.0,1264936.0,2.13e-30,134.0,1264180.0,1264936.0
57,NZ_CP030820.1,1,1437498.0,1437538.0,1438261.0,1438279.0,1437474.0,1438278.0,15-198_opa_4,1437552.0,1.0,15-198,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1438162.0,1438278.0,9.920000000000001e-29,128.0,1437522.0,1438278.0
58,NZ_CP030819.1,-1,571237.0,571287.0,570505.0,570523.0,570506.0,571311.0,15-215_opa_1,571223.0,0.0,15-215,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570608.0,570507.0,2.13e-30,134.0,571248.0,570507.0
59,NZ_CP030819.1,-1,1093322.0,1093477.0,1092596.0,1092614.0,1092597.0,1093502.0,15-215_opa_2,1093308.0,0.0,15-215,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1092699.0,1092598.0,9.920000000000001e-29,128.0,1093339.0,1092598.0
60,NZ_CP030819.1,1,1264202.0,1264242.0,1264950.0,1264968.0,1264177.0,1264967.0,15-215_opa_3,1264256.0,0.0,15-215,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1264851.0,1264967.0,2.13e-30,134.0,1264211.0,1264967.0
61,NZ_CP030819.1,1,1437528.0,1437568.0,1438291.0,1438309.0,1437504.0,1438308.0,15-215_opa_4,1437582.0,1.0,15-215,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1438192.0,1438308.0,9.920000000000001e-29,128.0,1437552.0,1438308.0
62,NZ_CP030818.1,-1,571230.0,571285.0,570498.0,570516.0,570499.0,571309.0,15-236_opa_1,571216.0,1.0,15-236,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570601.0,570500.0,2.13e-30,134.0,571241.0,570500.0
63,NZ_CP030818.1,-1,1093331.0,1093481.0,1092605.0,1092623.0,1092606.0,1093506.0,15-236_opa_2,1093317.0,1.0,15-236,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1092708.0,1092607.0,9.920000000000001e-29,128.0,1093348.0,1092607.0
64,NZ_CP030818.1,1,1264204.0,1264244.0,1264952.0,1264970.0,1264179.0,1264969.0,15-236_opa_3,1264258.0,0.0,15-236,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1264853.0,1264969.0,2.13e-30,134.0,1264213.0,1264969.0
65,NZ_CP030818.1,1,1437524.0,1437559.0,1438282.0,1438300.0,1437500.0,1438299.0,15-236_opa_4,1437573.0,0.0,15-236,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1438183.0,1438299.0,9.920000000000001e-29,128.0,1437543.0,1438299.0
66,NZ_CP030814.1,-1,571286.0,571316.0,570554.0,570572.0,570555.0,571340.0,16-579_opa_1,571272.0,0.0,16-579,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,570657.0,570556.0,2.13e-30,134.0,571297.0,570556.0
67,NZ_CP030814.1,-1,1086929.0,1086984.0,1086203.0,1086221.0,1086204.0,1087009.0,16-579_opa_2,1086915.0,0.0,16-579,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1086306.0,1086205.0,9.920000000000001e-29,128.0,1086946.0,1086205.0
68,NZ_CP030814.1,1,1257621.0,1257661.0,1258369.0,1258387.0,1257596.0,1258386.0,16-579_opa_3,1257675.0,0.0,16-579,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1258270.0,1258386.0,2.13e-30,134.0,1257630.0,1258386.0
69,NZ_CP030814.1,1,1438989.0,1439044.0,1439758.0,1439776.0,1438965.0,1439775.0,16-579_opa_4,1439058.0,1.0,16-579,Neisseria meningitidis,FA1090_opa_1/598-732,86.325,117.0,16.0,0.0,19.0,135.0,1439659.0,1439775.0,9.920000000000001e-29,128.0,1439019.0,1439775.0
70,NZ_CP030816.1,-1,574188.0,574233.0,573456.0,573474.0,573457.0,574257.0,16-92_opa_1,574174.0,0.0,16-92,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,573559.0,573458.0,2.13e-30,134.0,574199.0,573458.0
71,NZ_CP030816.1,-1,1091275.0,1091320.0,1090549.0,1090567.0,1090550.0,1091345.0,16-92_opa_2,1091261.0,1.0,16-92,Neisseria meningitidis,FA1090_opa_1/598-732,89.216,102.0,11.0,0.0,34.0,135.0,1090652.0,1090551.0,9.920000000000001e-29,128.0,1091292.0,1090551.0
72,NZ_CP030816.1,1,1262051.0,1262086.0,1262794.0,1262812.0,1262026.0,1262811.0,16-92_opa_3,1262100.0,0.0,16-92,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1262695.0,1262811.0,2.13e-30,134.0,1262055.0,1262811.0
73,NZ_CP030816.1,1,1434284.0,1434319.0,1435042.0,1435060.0,1434260.0,1435059.0,16-92_opa_4,1434333.0,0.0,16-92,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1434943.0,1435059.0,2.13e-30,134.0,1434303.0,1435059.0
74,NZ_CP012694.1,-1,327268.0,327288.0,326530.0,326548.0,326531.0,327313.0,331401_opa_1,327254.0,0.0,331401,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,326633.0,326532.0,2.13e-30,134.0,327273.0,326532.0
75,NZ_CP012694.1,-1,860456.0,860571.0,859748.0,859766.0,859749.0,860596.0,331401_opa_2,860442.0,0.0,331401,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,859851.0,859750.0,2.13e-30,134.0,860491.0,859750.0
76,NZ_CP012694.1,1,1067561.0,1067601.0,1068290.0,1068308.0,1067536.0,1068307.0,331401_opa_3,1067615.0,0.0,331401,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1068191.0,1068307.0,2.13e-30,134.0,1067551.0,1068307.0
77,NZ_CP012694.1,1,1237711.0,1237756.0,1238467.0,1238485.0,1237686.0,1238484.0,331401_opa_4,1237770.0,1.0,331401,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1238368.0,1238484.0,4.5800000000000004e-32,139.0,1237728.0,1238484.0
78,NZ_CP015886.1,-1,441547.0,441592.0,440815.0,440833.0,440816.0,441617.0,38277_opa_1,441533.0,1.0,38277,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,440918.0,440817.0,4.5800000000000004e-32,139.0,441558.0,440817.0
79,NZ_CP015886.1,-1,684188.0,684238.0,683465.0,683483.0,683466.0,684263.0,38277_opa_2,684174.0,0.0,38277,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,683568.0,683467.0,4.5800000000000004e-32,139.0,684208.0,683467.0
80,NZ_CP015886.1,1,1424564.0,1424584.0,1425298.0,1425316.0,1424539.0,1425315.0,38277_opa_4,1424598.0,0.0,38277,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1425199.0,1425315.0,4.5800000000000004e-32,139.0,1424559.0,1425315.0
81,NZ_CP015886.1,1,900275.0,900330.0,901035.0,901053.0,900250.0,901052.0,38277_opa_3,900344.0,0.0,38277,Neisseria meningitidis,,,,,,,,,,,,,
82,NZ_CP007524.1,-1,1080312.0,1080332.0,1079574.0,1079592.0,1079575.0,1080357.0,510612_opa_1,1080298.0,0.0,510612,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1079677.0,1079576.0,2.13e-30,134.0,1080317.0,1079576.0
83,NZ_CP007524.1,-1,1612540.0,1612580.0,1611832.0,1611850.0,1611833.0,1612605.0,510612_opa_2,1612526.0,0.0,510612,Neisseria meningitidis,FA1090_opa_1/598-732,90.196,102.0,10.0,0.0,34.0,135.0,1611935.0,1611834.0,2.13e-30,134.0,1612575.0,1611834.0
84,NZ_CP007524.1,1,1818037.0,1818062.0,1818752.0,1818770.0,1818012.0,1818769.0,510612_opa_3,1818076.0,0.0,510612,Neisseria meningitidis,FA1090_opa_1/598-732,87.179,117.0,15.0,0.0,19.0,135.0,1818653.0,1818769.0,2.13e-30,134.0,1818013.0,1818769.0
85,NZ_CP007524.1,1,1988528.0,1988583.0,1989294.0,1989312.0,1988503.0,1989311.0,510612_opa_4,1988597.0,0.0,510612,Neisseria meningitidis,FA1090_opa_1/598-732,88.034,117.0,14.0,0.0,19.0,135.0,1989195.0,1989311.0,4.5800000000000004e-32,139.0,1988555.0,1989311.0
86,NC_010120.1,-1,871198.0,871263.0,870460.0,870478.0,870461.0,871288.0,53442_opa_1,871184.0,0.0,53442,Neisseria meningitidis,FA1090_opa_1/598-732,91.176,102.0,9.0,0.0,34.0,135.0,870563.0,870462.0,4.5800000000000004e-32,139.0,871203.0,870462.0
