,wgs_id,accession,names,biosample_collection_date,continent,country,region,source,reference
0,163M,SRR16683683,163M,2019,Asia,Vietnam,,representative,BristowMortimer_2023
1,21242_3#112,ERR2631833,"101279223,NY0004",2011-12-16,North America,USA,New York City,representative,Mortimer2021
2,21242_3#23,ERR2631744,"200227291,NY0808",2013-11-25,North America,USA,New York City,representative,Mortimer2021
3,21242_4#62,ERR2631973,"200206582,NY0715",2013-09-30,North America,USA,New York City,representative,Mortimer2021
4,21242_4#87,ERR2631998,"200212132,NY0753",2013-10-15,North America,USA,New York City,representative,Mortimer2021
5,25818_2#13,ERR3200824,"200263716,NY0885",2014-03-10,North America,USA,New York City,representative,Mortimer2021
6,25818_2#176,ERR3200873,"101342587,NY0502",2013-03-20,North America,USA,New York City,representative,Mortimer2021
7,25818_2#181,ERR3200878,"101339753,NY0445",2013-02-06,North America,USA,New York City,representative,Mortimer2021
8,25818_2#184,ERR3200881,"101323904,NY0156",2012-07-02,North America,USA,New York City,representative,Mortimer2021
9,25818_2#207,ERR3200904,"200228786,NY0813",2013-11-29,North America,USA,New York City,representative,Mortimer2021
10,25818_2#222,ERR3200919,"200205496,NY0712",2013-09-26,North America,USA,New York City,representative,Mortimer2021
11,25818_2#270,ERR3200967,"101323227,NY0146",2012-06-26,North America,USA,New York City,representative,Mortimer2021
12,25818_2#277,ERR3200974,"101324695,NY0166",2012-07-11,North America,USA,New York City,representative,Mortimer2021
13,25818_2#7,ERR3200818,"101315868,NY0088",2012-04-27,North America,USA,New York City,representative,Mortimer2021
14,25818_3#222,ERR3201022,"101343312,NY0511",2013-03-29,North America,USA,New York City,representative,Mortimer2021
15,25818_3#234,ERR3201034,"101335210,NY0370",2012-11-30,North America,USA,New York City,representative,Mortimer2021
16,25818_3#255,ERR3201055,"101337195,NY0417",2012-12-31,North America,USA,New York City,representative,Mortimer2021
17,25818_3#268,ERR3201068,"101328235,NY0252",2012-08-23,North America,USA,New York City,representative,Mortimer2021
18,25818_3#361,ERR3201161,"101336393,NY0401",2012-12-17,North America,USA,New York City,representative,Mortimer2021
19,25825_2#43,ERR3201226,"101340792,NY0466",2013-02-23,North America,USA,New York City,representative,Mortimer2021
20,25825_2#44,ERR3201227,"101335904,NY0392",2012-12-10,North America,USA,New York City,representative,Mortimer2021
21,25825_2#59,ERR3201242,"101330237,NY0299",2012-09-19,North America,USA,New York City,representative,Mortimer2021
22,25825_2#70,ERR3201253,"101326612,NY0215",2012-08-03,North America,USA,New York City,representative,Mortimer2021
23,7M,SRR16683450,7M,2019-12,Asia,Vietnam,,representative,BristowMortimer_2023
24,AUNG1065,SRR8566824,AUNG1065,2017-06-05,Oceania,Australia,Victoria,representative,Williamson2019
25,AUNG1305,SRR8566986,AUNG1305,2017-07-20,Oceania,Australia,Victoria,representative,Williamson2019
26,AUNG1852,SRR8560411,AUNG1852,2017-10-30,Oceania,Australia,Victoria,representative,Williamson2019
27,AUNG193,SRR8559734,AUNG193,2017-01-24,Oceania,Australia,Victoria,representative,Williamson2019
28,AUNG1939,SRR8560181,AUNG1939,2017-11-16,Oceania,Australia,Victoria,representative,Williamson2019
29,AUNG2022,SRR8560027,AUNG2022,2017-12-04,Oceania,Australia,Victoria,representative,Williamson2019
30,AUNG2170,SRR8560263,AUNG2170,2017-12-22,Oceania,Australia,Victoria,representative,Williamson2019
31,AUNG299,SRR8559509,AUNG299,2017-02-13,Oceania,Australia,Victoria,representative,Williamson2019
32,AUNG320,SRR8559611,AUNG320,2017-02-13,Oceania,Australia,Victoria,representative,Williamson2019
33,AUNG495,SRR8559605,AUNG495,2017-03-10,Oceania,Australia,Victoria,representative,Williamson2019
34,AUNG764,SRR8559264,AUNG764,2017-04-24,Oceania,Australia,Victoria,representative,Williamson2019
35,AUNG892,SRR8566711,AUNG892,2017-05-10,Oceania,Australia,Victoria,representative,Williamson2019
36,AUNG92,SRR8559921,AUNG92,2017-01-13,Oceania,Australia,Victoria,representative,Williamson2019
37,BH33,ERR3959420,BH33,2015-2016,South America,Brazil,Belo Horizonte/Minas Gerais,representative,Golparian2020
38,BH71,ERR3959542,BH71,2015-2016,South America,Brazil,Belo Horizonte/Minas Gerais,representative,Golparian2020
39,CCC001,SRR16683516,CCC001,2015-07-15,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
40,CCC011,SRR16683507,CCC011,2015-12-02,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
41,CCC012,SRR16683506,CCC012,2015-12-17,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
42,CCC020,SRR16683497,CCC020,2016-03-04,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
43,CCC022,SRR16683439,CCC022,2016-03-11,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
44,CCC029,SRR16683723,CCC029,2016-06-13,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
45,CCC032,SRR16683721,CCC032,2016-07-04,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
46,CCC040,SRR16683713,CCC040,2016-10-19,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
47,DDD027,SRR16683675,DDD027,2017-10-19,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
48,DDD038,SRR16683664,DDD038,2018-02-12,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
49,DDD044,SRR16683657,DDD044,2018-06-19,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
50,DDD045,SRR16683656,DDD045,2018-07-31,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
51,DDD046,SRR16683655,DDD046,2018-08-06,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
52,DDD048,SRR16683653,DDD048,2018-10-12,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
53,DRR117953,DRR117953,GU027,2015-01,Asia,Japan,Miyagi,representative,Yahara2018
54,DRR124801,DRR124801,FC536,2015-12,Asia,Japan,Osaka,representative,Yahara2018
55,DRR124887,DRR124887,KM308,2015-11,Asia,Japan,Osaka,representative,Yahara2018
56,DRR129094,DRR129094,98-152,1998-09,Asia,Japan,Kanagawa,representative,Yahara2018
57,DRR248352,DRR248352,08-018,1996-01-22,Asia,Japan,,representative,Yahara2021
58,DRR248387,DRR248387,09-006,1997-02-15,Asia,Japan,,representative,Yahara2021
59,DRR248391,DRR248391,09-014,1997-05-01,Asia,Japan,,representative,Yahara2021
60,DRR248395,DRR248395,09-021,1997-03-11,Asia,Japan,,representative,Yahara2021
61,DRR248401,DRR248401,09-030,1997-09-10,Asia,Japan,,representative,Yahara2021
62,DRR248403,DRR248403,09-032,1997-10-21,Asia,Japan,,representative,Yahara2021
63,DRR248405,DRR248405,09-034,1997-11-04,Asia,Japan,,representative,Yahara2021
64,DRR248415,DRR248415,98-010,1996-05-20,Asia,Japan,,representative,Yahara2021
65,DRR248416,DRR248416,98-011,1996-06-11,Asia,Japan,,representative,Yahara2021
66,DRR248432,DRR248432,98-032,1996-10-30,Asia,Japan,,representative,Yahara2021
67,DRR248439,DRR248439,98-043,1997-05-06,Asia,Japan,,representative,Yahara2021
68,EEE011,SRR16683606,EEE011,2018-12-13,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
69,EEE014,SRR16683602,EEE014,2018-12-27,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
70,EEE018,SRR16683598,EEE018,2016-01-19,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
71,EEE019,SRR16683597,EEE019,2016-06-03,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
72,EEE020,SRR16683596,EEE020,2016-07-07,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
73,EEE022,SRR16683593,EEE022,2016-09-28,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
74,EEE028,SRR16683587,EEE028,2017-06-28,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
75,EEE032,SRR16683581,EEE032,2014-05-07,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
76,EEE034,SRR16683551,EEE034,2014-08-19,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
77,EEE035,SRR16683550,EEE035,2014-10-27,Asia,Hong Kong,PHL  HKSARG,representative,BristowMortimer_2023
78,ERR10172565,ERR10172565,NG_AMS0646,2020-01,Europe,Netherlands,Amsterdam,representative,Zondag2023
79,ERR10172670,ERR10172670,NG_AMS0751,2020-02,Europe,Netherlands,Amsterdam,representative,Zondag2023
80,ERR10659316,ERR10659316,"SAMEA112168220,H22-494",2022-06,Europe,UK,,representative,Day2022
81,ERR1143662,ERR1143662,64586,,Africa,Kenya,,representative,Cehovin2018
82,ERR1143670,ERR1143670,65600,,Africa,Kenya,,representative,Cehovin2018
83,ERR1143673,ERR1143673,56327,,Africa,Kenya,,representative,Cehovin2018
84,ERR1143674,ERR1143674,56682,,Africa,Kenya,,representative,Cehovin2018
85,ERR1143684,ERR1143684,45722,,Africa,Kenya,,representative,Cehovin2018
86,ERR1143686,ERR1143686,47547,,Africa,Kenya,,representative,Cehovin2018
87,ERR1143693,ERR1143693,45388,,Africa,Kenya,,representative,Cehovin2018
88,ERR1143701,ERR1143701,49676,,Africa,Kenya,,representative,Cehovin2018
89,ERR1143705,ERR1143705,50869,,Africa,Kenya,,representative,Cehovin2018
90,ERR1143710,ERR1143710,65907,,Africa,Kenya,,representative,Cehovin2018
91,ERR1469734,ERR1469734,ECDC_GC_084,2013,Europe,Norway,,representative,Harris2018
92,ERR1469736,ERR1469736,ECDC_GC_086,2013,Europe,Norway,,representative,Harris2018
93,ERR1469737,ERR1469737,ECDC_GC_088,2013,Europe,Norway,,representative,Harris2018
94,ERR1514826,ERR1514826,ECDC_GR13056,2013,Europe,Greece,,representative,Harris2018
95,ERR1514845,ERR1514845,ECDC_DK13_510,2013,Europe,Denmark,,representative,Harris2018
96,ERR1528155,ERR1528155,ECDC_DK13_472,2013,Europe,Denmark,,representative,Harris2018
97,ERR1528184,ERR1528184,ECDC_DK13_509,2013,Europe,Denmark,,representative,Harris2018
98,ERR1528195,ERR1528195,ECDC_SE13_061,2013,Europe,Sweden,,representative,Harris2018
99,ERR1528236,ERR1528236,ECDC_BE13_448,2013,Europe,Belgium,,representative,Harris2018
100,ERR1528311,ERR1528311,ECDC_SE13_098,2013,Europe,Sweden,,representative,Harris2018
101,ERR1549677,ERR1549677,ECDC_GE13_056,2013,Europe,Germany,,representative,Harris2018
102,ERR1549685,ERR1549685,ECDC_GE13_068,2013,Europe,Germany,,representative,Harris2018
103,ERR1549739,ERR1549739,ECDC_LV13_024,2013,Europe,Latvia,,representative,Harris2018
104,ERR1549757,ERR1549757,ECDC_1820984,2013,Europe,Iceland,,representative,Harris2018
105,ERR1549790,ERR1549790,ECDC_RB13001950,2013,Europe,UK,,representative,Harris2018
106,ERR1555226,ERR1555226,ECDC_CY13_006,2013,Europe,Cyprus,,representative,Harris2018
107,ERR1555231,ERR1555231,ECDC_MT13_002,2013,Europe,Malta,,representative,Harris2018
108,ERR1560829,ERR1560829,ECDC_PT13_060,2013,Europe,Portugal,,representative,Harris2018
109,ERR1560857,ERR1560857,ECDC_PT13_089,2013,Europe,Portugal,,representative,Harris2018
110,ERR1560859,ERR1560859,ECDC_PT13_091,2013,Europe,Portugal,,representative,Harris2018
111,ERR1560867,ERR1560867,ECDC_PT13_100,2013,Europe,Portugal,,representative,Harris2018
112,ERR1560874,ERR1560874,ECDC_PT13_107,2013,Europe,Portugal,,representative,Harris2018
113,ERR1560939,ERR1560939,ECDC_T2_ES058,2013,Europe,Spain,,representative,Harris2018
114,ERR1602751,ERR1602751,ECDC_FR13_068,2013,Europe,France,,representative,Harris2018
115,ERR1602768,ERR1602768,ECDC_FR13_085,2013,Europe,France,,representative,Harris2018
116,ERR2133926,ERR2133926,AUSMDU00005554,2009-07-21,Oceania,Australia,Melbourne,representative,Kwong2017
117,ERR2133968,ERR2133968,AUSMDU00005596,2013-06-03,Oceania,Australia,Melbourne,representative,Kwong2017
118,ERR2133974,ERR2133974,AUSMDU00005602,2013-12-31,Oceania,Australia,Melbourne,representative,Kwong2017
119,ERR2799249,ERR2799249,"13ARS_DMC0024,ERS1821259,23668_8#298",2013-03-19,Asia,Philippines,11,representative,Villamin2020
120,ERR2799251,ERR2799251,"13ARS_MMH0009,ERS1821261,23668_8#300",2013-02-22,Asia,Philippines,6,representative,Villamin2020
121,ERR2799252,ERR2799252,"13ARS_VSM0064,ERS1821263,23668_8#301",2013-02-20,Asia,Philippines,7,representative,Villamin2020
122,ERR2799253,ERR2799253,"13ARS_VSM0286,ERS1821262,23668_8#302",2013-05-15,Asia,Philippines,7,representative,Villamin2020
123,ERR2799254,ERR2799254,"13ARS_VSM0542,ERS1821277,23668_8#303",2013-08-12,Asia,Philippines,7,representative,Villamin2020
124,ERR2799259,ERR2799259,"14ARS_VSM0248,ERS1821269,23668_8#308",2014-03-04,Asia,Philippines,7,representative,Villamin2020
125,ERR2799263,ERR2799263,"14ARS_ZPH0011,ERS1821273,23668_8#312",2014-09-16,Asia,Philippines,9,representative,Villamin2020
126,ERR2799266,ERR2799266,"14ARS_MMH0002,ERS1821278,23668_8#315",2014-01-13,Asia,Philippines,6,representative,Villamin2020
127,ERR2799268,ERR2799268,"14ARS_VSM0907,ERS1821279,23668_8#317",2014-10-01,Asia,Philippines,7,representative,Villamin2020
128,ERR3325222,ERR3325222,SAMEA5608248,2016-04-07,Europe,Norway,,representative,Alfsnes2020
129,ERR3325232,ERR3325232,SAMEA5608258,2016-04-13,Europe,Norway,,representative,Alfsnes2020
130,ERR3325248,ERR3325248,SAMEA5608274,2016-05-12,Europe,Norway,,representative,Alfsnes2020
131,ERR3325250,ERR3325250,SAMEA5608276,2016-04-24,Europe,Norway,,representative,Alfsnes2020
132,ERR3325260,ERR3325260,SAMEA5608286,2016-05-12,Europe,Norway,,representative,Alfsnes2020
133,ERR3325272,ERR3325272,SAMEA5608298,2016-06-08,Europe,Norway,,representative,Alfsnes2020
134,ERR3325321,ERR3325321,SAMEA5608347,2016-10-13,Europe,Norway,,representative,Alfsnes2020
135,ERR3325347,ERR3325347,SAMEA5608373,2016-02-09,Europe,Norway,,representative,Alfsnes2020
136,ERR3325360,ERR3325360,SAMEA5608386,2016-02-29,Europe,Norway,,representative,Alfsnes2020
137,ERR3325394,ERR3325394,SAMEA5608420,2016-06-29,Europe,Norway,,representative,Alfsnes2020
138,ERR3325429,ERR3325429,SAMEA5608455,2016-08-15,Europe,Norway,,representative,Alfsnes2020
139,ERR3325432,ERR3325432,SAMEA5608458,2016-08-15,Europe,Norway,,representative,Alfsnes2020
140,ERR3325433,ERR3325433,SAMEA5608459,2016-08-15,Europe,Norway,,representative,Alfsnes2020
141,ERR3325488,ERR3325488,SAMEA5608514,2016-09-02,Europe,Norway,,representative,Alfsnes2020
142,ERR3325564,ERR3325564,SAMEA5608590,2017-01-17,Europe,Norway,,representative,Alfsnes2020
143,ERR3325648,ERR3325648,SAMEA5608674,2017-02-15,Europe,Norway,,representative,Alfsnes2020
144,ERR3325658,ERR3325658,SAMEA5608684,2017-02-20,Europe,Norway,,representative,Alfsnes2020
145,ERR3325716,ERR3325716,SAMEA5608742,2017-03-23,Europe,Norway,,representative,Alfsnes2020
146,ERR3325717,ERR3325717,SAMEA5608743,2017-03-28,Europe,Norway,,representative,Alfsnes2020
147,ERR3325732,ERR3325732,SAMEA5608758,2017-04-05,Europe,Norway,,representative,Alfsnes2020
148,ERR3325738,ERR3325738,SAMEA5608764,2017-04-07,Europe,Norway,,representative,Alfsnes2020
149,ERR3325773,ERR3325773,SAMEA5608799,2017-05-05,Europe,Norway,,representative,Alfsnes2020
150,ERR3325790,ERR3325790,SAMEA5608816,2017-05-12,Europe,Norway,,representative,Alfsnes2020
151,ERR3325818,ERR3325818,SAMEA5608844,2017-06-01,Europe,Norway,,representative,Alfsnes2020
152,ERR3325822,ERR3325822,SAMEA5608848,2017-06-02,Europe,Norway,,representative,Alfsnes2020
153,ERR3325855,ERR3325855,SAMEA5608881,2017-06-28,Europe,Norway,,representative,Alfsnes2020
154,ERR3325880,ERR3325880,SAMEA5608906,2017-07-13,Europe,Norway,,representative,Alfsnes2020
155,ERR3325885,ERR3325885,SAMEA5608911,2017-07-14,Europe,Norway,,representative,Alfsnes2020
156,ERR3325990,ERR3325990,SAMEA5609017,2017-08-25,Europe,Norway,,representative,Alfsnes2020
157,ERR3326032,ERR3326032,SAMEA5609059,2017-09-28,Europe,Norway,,representative,Alfsnes2020
158,ERR3326073,ERR3326073,SAMEA5609100,2017-10-11,Europe,Norway,,representative,Alfsnes2020
159,ERR3326123,ERR3326123,SAMEA5609150,2017-12-14,Europe,Norway,,representative,Alfsnes2020
160,ERR349887,ERR349887,"10356_1_2,ERS248577",1998,North America,Caribbean,,representative,SanchezBuso2018
161,ERR349888,ERR349888,"10356_1_3,ERS248578",1998,North America,Cuba,,representative,SanchezBuso2018
162,ERR349890,ERR349890,"10356_1_5,ERS248580",1998,North America,Cuba,,representative,SanchezBuso2018
163,ERR349891,ERR349891,"10356_1_6,ERS248581",1998,North America,Cuba,,representative,SanchezBuso2018
164,ERR349892,ERR349892,"10356_1_7,ERS248582",1998,North America,Jamaica,,representative,SanchezBuso2018
165,ERR349895,ERR349895,"10356_1_10,ERS248585",2008,South America,Brazil,,representative,SanchezBuso2018
166,ERR349897,ERR349897,"10356_1_12,ERS248587",2008,South America,Ecuador,,representative,SanchezBuso2018
167,ERR349900,ERR349900,"10356_1_15,ERS248590",1998,North America,USA,,representative,SanchezBuso2018
168,ERR349912,ERR349912,"10356_1_27,ERS248603",1993,Europe,UK,,representative,SanchezBuso2018
169,ERR349916,ERR349916,"10356_1_31,ERS248607",1993,Europe,UK,,representative,SanchezBuso2018
170,ERR349918,ERR349918,"10356_1_33,ERS248609",1998,Europe,Denmark,,representative,SanchezBuso2018
171,ERR349923,ERR349923,"10356_1_38,ERS248614",1998,Europe,France,,representative,SanchezBuso2018
172,ERR349926,ERR349926,"10356_1_41,ERS248617",1998,Europe,Germany,,representative,SanchezBuso2018
173,ERR349932,ERR349932,"10356_1_47,ERS248623",1998,Europe,Greece,,representative,SanchezBuso2018
174,ERR349951,ERR349951,"10356_1_66,ERS248642",1998,Europe,UK,,representative,SanchezBuso2018
175,ERR349960,ERR349960,"10356_1_75,ERS248651",1999,Asia,Turkey,,representative,SanchezBuso2018
176,ERR349961,ERR349961,"10356_1_76,ERS248652",1999,Asia,Turkey,,representative,SanchezBuso2018
177,ERR349970,ERR349970,"10356_1_85,ERS248661",2004,Europe,Russia,,representative,SanchezBuso2018
178,ERR349971,ERR349971,"10356_1_86,ERS248662",2004,Europe,Russia,,representative,SanchezBuso2018
179,ERR349976,ERR349976,"10356_1_91,ERS248667",2004,Europe,Russia,,representative,SanchezBuso2018
180,ERR349978,ERR349978,"10356_1_93,ERS248669",2004,Europe,Russia,,representative,SanchezBuso2018
181,ERR3577328,ERR3577328,ERS3797878,2015,Europe,UK,England,representative,Town2020
182,ERR3577467,ERR3577467,ERS3796994,2015,Europe,UK,England,representative,Town2020
183,ERR3577528,ERR3577528,ERS3797056,2015,Europe,UK,England,representative,Town2020
184,ERR3577534,ERR3577534,ERS3797062,2015,Europe,UK,England,representative,Town2020
185,ERR3577590,ERR3577590,ERS3797192,2014,Europe,UK,England,representative,Town2020
186,ERR3577830,ERR3577830,ERS3797439,2013,Europe,UK,England,representative,Town2020
187,ERR3577890,ERR3577890,ERS3797692,2013,Europe,UK,England,representative,Town2020
188,ERR3577955,ERR3577955,ERS1806295,2016,Europe,UK,England,representative,Town2020
189,ERR3577970,ERR3577970,ERS1806311,2016,Europe,UK,England,representative,Town2020
190,ERR3577998,ERR3577998,ERS1806340,2016,Europe,UK,England,representative,Town2020
191,ERR3578026,ERR3578026,ERS1806366,2016,Europe,UK,England,representative,Town2020
192,ERR3578054,ERR3578054,ERS1806399,2016,Europe,UK,England,representative,Town2020
193,ERR3578067,ERR3578067,ERS1806411,2016,Europe,UK,England,representative,Town2020
194,ERR3578130,ERR3578130,ERS1806480,2016,Europe,UK,England,representative,Town2020
195,ERR3578134,ERR3578134,ERS1806484,2016,Europe,UK,England,representative,Town2020
196,ERR3578922,ERR3578922,ERS3797524,2013,Europe,UK,England,representative,Town2020
197,ERR3578940,ERR3578940,ERS3797542,2013,Europe,UK,England,representative,Town2020
198,ERR3579023,ERR3579023,ERS3797628,2015,Europe,UK,England,representative,Town2020
199,ERR3579095,ERR3579095,ERS3797801,2015,Europe,UK,England,representative,Town2020
200,ERR3623126,ERR3623126,VNM11-1,2011,Asia,Vietnam,,representative,Lan2020
201,ERR3623134,ERR3623134,VNM11-106,2011,Asia,Vietnam,,representative,Lan2020
202,ERR3623147,ERR3623147,VNM11-19,2011,Asia,Vietnam,,representative,Lan2020
203,ERR3623149,ERR3623149,VNM11-2,2011,Asia,Vietnam,,representative,Lan2020
204,ERR3623152,ERR3623152,VNM11-22,2011,Asia,Vietnam,,representative,Lan2020
205,ERR3623155,ERR3623155,VNM11-25,2011,Asia,Vietnam,,representative,Lan2020
206,ERR3623159,ERR3623159,VNM11-28,2011,Asia,Vietnam,,representative,Lan2020
207,ERR3623168,ERR3623168,VNM11-36,2011,Asia,Vietnam,,representative,Lan2020
208,ERR3623170,ERR3623170,VNM11-38,2011,Asia,Vietnam,,representative,Lan2020
209,ERR3623182,ERR3623182,VNM11-49,2011,Asia,Vietnam,,representative,Lan2020
210,ERR3623184,ERR3623184,VNM11-50,2011,Asia,Vietnam,,representative,Lan2020
211,ERR3623231,ERR3623231,VNM11-92,2011,Asia,Vietnam,,representative,Lan2020
212,ERR3623356,ERR3623356,VNM16-103,2016,Asia,Vietnam,,representative,Lan2020
213,ERR3623361,ERR3623361,VNM16-108,2016,Asia,Vietnam,,representative,Lan2020
214,ERR3623409,ERR3623409,VNM16-18,2016,Asia,Vietnam,,representative,Lan2020
215,ERR3623410,ERR3623410,VNM16-19,2016,Asia,Vietnam,,representative,Lan2020
216,ERR3623414,ERR3623414,VNM16-23,2016,Asia,Vietnam,,representative,Lan2020
217,ERR3623422,ERR3623422,VNM16-33,2016,Asia,Vietnam,,representative,Lan2020
218,ERR3623475,ERR3623475,VNM16-84,2016,Asia,Vietnam,,representative,Lan2020
219,ERR363577,ERR363577,"10625_6_2,ERS311583",1999,Asia,Thailand,,representative,SanchezBuso2018
220,ERR363578,ERR363578,"10625_6_3,ERS311584",1999,Asia,Thailand,,representative,SanchezBuso2018
221,ERR363587,ERR363587,"10625_6_12,ERS311593",2001,Asia,Japan,,representative,SanchezBuso2018
222,ERR363607,ERR363607,"10625_6_32,ERS311613",2007,Asia,India,,representative,SanchezBuso2018
223,ERR363609,ERR363609,"10625_6_34,ERS311615",2007,Asia,India,,representative,SanchezBuso2018
224,ERR363612,ERR363612,"10625_6_37,ERS311618",2008,Asia,China,,representative,SanchezBuso2018
225,ERR363614,ERR363614,"10625_6_39,ERS311620",2008,Asia,Indonesia,,representative,SanchezBuso2018
226,ERR363615,ERR363615,"10625_6_40,ERS311621",2008,Asia,Indonesia,,representative,SanchezBuso2018
227,ERR363619,ERR363619,"10625_6_44,ERS311625",2008,Asia,Philippines,,representative,SanchezBuso2018
228,ERR363621,ERR363621,"10625_6_46,ERS311627",2008,Asia,Thailand,,representative,SanchezBuso2018
229,ERR363623,ERR363623,"10625_6_48,ERS311629",2008,Asia,Thailand,,representative,SanchezBuso2018
230,ERR363625,ERR363625,"10625_6_50,ERS311631",2008,Asia,Thailand,,representative,SanchezBuso2018
231,ERR363627,ERR363627,"10625_6_52,ERS311633",2008,Asia,Thailand,,representative,SanchezBuso2018
232,ERR363630,ERR363630,"10625_6_55,ERS311636",2008,Asia,Thailand,,representative,SanchezBuso2018
233,ERR363639,ERR363639,"10625_6_64,ERS311645",2009,Asia,India,,representative,SanchezBuso2018
234,ERR363640,ERR363640,"10625_6_65,ERS311646",2009,Asia,India,,representative,SanchezBuso2018
235,ERR363641,ERR363641,"10625_6_66,ERS311647",2009,Asia,India,,representative,SanchezBuso2018
236,ERR363643,ERR363643,"10625_6_68,ERS311649",2009,Asia,India,,representative,SanchezBuso2018
237,ERR363648,ERR363648,"10625_6_73,ERS311654",2010,Asia,India,,representative,SanchezBuso2018
238,ERR363650,ERR363650,"10625_6_75,ERS311656",2010,Asia,India,,representative,SanchezBuso2018
239,ERR363652,ERR363652,"10625_6_77,ERS311658",2010,Asia,India,,representative,SanchezBuso2018
240,ERR363655,ERR363655,"10625_6_80,ERS311661",2010,Asia,India,,representative,SanchezBuso2018
241,ERR363659,ERR363659,"10625_6_84,ERS311665",2010,Asia,Bhutan,,representative,SanchezBuso2018
242,ERR363664,ERR363664,"10625_6_89,ERS311670",2010,Asia,Bhutan,,representative,SanchezBuso2018
243,ERR363670,ERR363670,"10625_6_95,ERS311676",2011,Asia,Pakistan,,representative,SanchezBuso2018
244,ERR3851511,ERR3851511,NGPT03016,2003-10-24,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
245,ERR3851539,ERR3851539,NGPT04005,2004-06-25,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
246,ERR3851629,ERR3851629,NGPT10069,2010-12-17,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
247,ERR3851636,ERR3851636,NGPT03003,2003-02-07,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
248,ERR3851726,ERR3851726,NGPT09029,2009-04-28,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
249,ERR3851755,ERR3851755,NGPT07015,2007-03-26,Europe,Portugal,North,representative,Pinto2020
250,ERR3851804,ERR3851804,NGPT06009,2006-05-02,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
251,ERR3851848,ERR3851848,NGPT11040,2011-04-14,Europe,Portugal,Lisbon Metropolitan Area,representative,Pinto2020
252,ERR388291,ERR388291,"10868_8_12,ERS254045",2008,Europe,Greece,,representative,SanchezBuso2018
253,ERR388294,ERR388294,"10868_8_15,ERS254048",2008,Europe,Poland,,representative,SanchezBuso2018
254,ERR388316,ERR388316,"10868_8_37,ERS254070",2009,Europe,Norway,,representative,SanchezBuso2018
255,ERR388320,ERR388320,"10868_8_41,ERS254074",2009,Europe,Estonia,,representative,SanchezBuso2018
256,ERR388324,ERR388324,"10868_8_45,ERS254078",2009,Europe,Belarus,,representative,SanchezBuso2018
257,ERR388329,ERR388329,"10868_8_50,ERS254083",2009,Europe,Belarus,,representative,SanchezBuso2018
258,ERR388340,ERR388340,"10868_8_61,ERS254094",2010,Europe,Estonia,,representative,SanchezBuso2018
259,ERR388359,ERR388359,"10868_8_80,ERS254113",2010,Europe,Poland,,representative,SanchezBuso2018
260,ERR388367,ERR388367,"10868_8_88,ERS254121",2010,Europe,Slovenia,,representative,SanchezBuso2018
261,ERR388419,ERR388419,"10900_8_45,ERS254173",1979,Asia,Thailand,,representative,SanchezBuso2018
262,ERR388422,ERR388422,"10900_8_48,ERS254176",1996,Oceania,Australia,,representative,SanchezBuso2018
263,ERR388423,ERR388423,"10900_8_49,ERS254177",1997,Oceania,Australia,,representative,SanchezBuso2018
264,ERR388428,ERR388428,"10900_8_54,ERS254182",1998,Asia,China,,representative,SanchezBuso2018
265,ERR388429,ERR388429,"10900_8_55,ERS254183",1998,Asia,China,,representative,SanchezBuso2018
266,ERR388430,ERR388430,"10900_8_56,ERS254184",1998,Asia,China,,representative,SanchezBuso2018
267,ERR388431,ERR388431,"10900_8_57,ERS254185",1998,Asia,China,,representative,SanchezBuso2018
